,Period,Price,Type,Location,Property Ref,Added On,Last Updated,Market Status,Bedrooms,Bathrooms,Toilets,Parking Spaces,Servicing,Service Charge,   ,Total Area,Covered Area,Furnishing
843, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
844, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
845, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
846, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
847, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
848, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
849, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
850, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
851, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
852, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
853, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
854, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
855, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
856, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
857, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
858, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
859, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
860, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
861, per annum,"1,400,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303784, 28 Apr 2022, 04 May 2022, Available,, 1, 1, 1, Serviced," ₦150,000 per annum", ,,,
862, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
863, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
864, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
865, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
866, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
867, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
868, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
869, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
870, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
871, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
872, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
873, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
874, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
875, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
876, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
877, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
878, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
879, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
880, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
881, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
882, per annum,"800,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303779, 28 Apr 2022, 04 May 2022, Available,, 1, 1, 1, Serviced," ₦150,000 per annum", ,,,
883, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
884, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
885, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
886, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
887, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
888, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
889, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
890, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
891, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
892, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
893, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
894, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
895, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
896, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
897, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
898, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
899, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
900, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
901, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
902, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
903, per annum,"4,500,000", Terraced Duplex," Naf Valley Estate, Asokoro District, Abuja", 1296211, 21 Apr 2022, 04 May 2022, Available, 3, 3, 4, 1, Serviced," ₦800,000 per annum", , 400 sqm, 280 sqm, Furnished
904, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
905, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
906, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
907, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
908, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
909, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
910, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
911, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
912, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
913, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
914, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
915, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
916, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
917, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
918, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
919, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
920, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
921, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
922, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
923, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
924, per day,"60,000", Conference / Meeting / Training Room," Kado, Abuja", 638818, 05 Jun 2020, 04 Mar 2022, Available,,,, 10,,,,,,
925, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
926, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
927, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
928, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
929, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
930, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
931, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
932, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
933, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
934, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
935, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
936, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
937, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
938, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
939, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
940, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
941, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
942, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
943, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
944, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
945, per day,"50,000", Conference / Meeting / Training Room," 21, Ogunnusi Road., Ogba, Ikeja, Lagos", 1220208, 07 Feb 2022, 07 Feb 2022, Available,,,, 120,,,,,,
946, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
947, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
948, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
949, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
950, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
951, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
952, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
953, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
954, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
955, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
956, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
957, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
958, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
959, per annum,"1,200,000", Flat / Apartment," Sangotedo, Ajah, Lagos", 1310459, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 2,,,,,,
960, per annum,"6,000,000", Flat / Apartment," Chevron Drive, Ikota, Lekki, Lagos", 1310456, 05 May 2022, 05 May 2022, Available, 4, 4, 5, 4, Serviced," ₦70,000 per month", ,,,
961, per annum,"10,000,000", House," Alausa, Alausa, Ikeja, Lagos", 1310431, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
962, per annum,"2,000,000", Flat / Apartment," Borno Way, Ebute Metta East, Yaba, Lagos", 1310426, 05 May 2022, 05 May 2022, Available, 3, 3, 4, 6, Serviced," ₦240,000 per annum",,,, Furnished
963, per annum,"400,000", Mini Flat (Room and Parlour)," Abijo, Victory Villa Estate, Ajah, Lagos", 1310422, 05 May 2022, 05 May 2022, Available, 1, 1, 2, 1,,, ,,, Furnished
964, per annum,"450,000", Self Contain (Single Rooms)," Behind Abraham Adesanya, Roi Estate, Opposite Lekki Scheme 2, Ajiwe, Ajah, Lagos", 1310419, 05 May 2022, 05 May 2022, Available,, 1, 1, 3,,, ,,,
965, per annum,"10,500,000", Flat / Apartment," Victoria Island (VI), Lagos", 1229072, 16 Feb 2022, 05 May 2022, Available, 1, 1, 1, 1, Serviced," ₦5,500,000 per annum", ,,,
966, per annum,"1,400,000", Self Contain (Single Rooms)," Lekki County Homes, Ikota, Lekki, Lagos", 1303789, 28 Apr 2022, 05 May 2022, Available,, 4, 1,, Serviced," ₦150,000 per annum",,,,
967, per annum,"2,500,000", Flat / Apartment," By Gilmore, Jahi, Abuja", 1309952, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦500,000 per annum", ,,,
968, per annum,"6,000,000", Semi-detached Duplex," Inside Chevy View Estate, Lekki, Lagos", 1310139, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 5,,,,,,
969, per annum,"3,500,000", Terraced Duplex," Ikota Primary Sch, Lekki, Lagos", 1310063, 05 May 2022, 05 May 2022, Available, 4, 5, 5, 3, Serviced," ₦40,000 per month", ,,,
970, per annum,"5,000,000", Terraced Duplex," Asokoro District, Abuja", 1309707, 05 May 2022, 05 May 2022, Available, 4, 5, 5,, Serviced," ₦500,000 ", ,,,
971, per square meter / per annum,"40,000", Office Space," Herbert Macaulay Way, Central Business District, Abuja", 1235981, 22 Feb 2022, 26 Apr 2022, Available,, 2, 2, 1, Serviced," ₦11,000 per annum",, 600 sqm, 500 sqm,
972, per annum,"5,000,000", House," George Crescent Off Wemco Road, Ikeja, Lagos", 1310510, 05 May 2022, 05 May 2022, Available, 4, 4, 5,,,, ,,,
973, per annum,"1,500,000", Flat / Apartment," Yaba, Lagos., Yaba, Lagos", 1310499, 05 May 2022, 05 May 2022, Available, 3, 3, 4,,,, ,,,
974, per annum,"7,000,000", Flat / Apartment," Victoria Island., Victoria Island (VI), Lagos", 1310495, 05 May 2022, 05 May 2022, Available, 3, 2, 3, 2, Serviced," ₦4,000,000 per annum",,,, Furnished
975, per annum,"450,000", Self Contain (Single Rooms)," Mobile Road Ajah Ilaje, Ilaje, Ajah, Lagos", 1310488, 05 May 2022, 05 May 2022, Available,, 1, 1, 5,,, , 500 sqm," 5,000 sqm",
976, per annum,"5,000,000", Flat / Apartment," Lekki Lagos, Lekki Phase 1, Lekki, Lagos", 1310478, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 9,000 sqm"," 8,000 sqm",
977, per annum,"7,500,000", Flat / Apartment," Off Ajose Adeogun Road., Victoria Island (VI), Lagos", 1261937, 17 Mar 2022, 04 May 2022, Available, 3, 3, 4, 2, Serviced," ₦3,500,000 per annum",,,, Furnished
978, per annum,"12,000,000", Flat / Apartment," 1004 Estate, Victoria Island (VI), Lagos", 1308811, 04 May 2022, 05 May 2022, Available, 2, 2, 2, 4, Serviced,, ,,, Furnished
979, per annum,"5,000,000", Flat / Apartment," Off Marwa Bus Stop Lekki Phase 1, Lekki Phase 1, Lekki, Lagos", 1310460, 05 May 2022, 05 May 2022, Available, 2, 2, 3, 2, Serviced," ₦1,300,000 per annum", ," 1,000 sqm", 600 sqm,
